ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.016707728158075568,1.8120475380321384,1.8287552661902144,2019-12-15
34A2,41.8531,-119.60739999999998,1862.779,0.017350861946011948,1.822250340504889,1.8396012024509012,2019-12-15
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.017708842853251014,1.8292518649896263,1.8469607078428776,2019-12-15
34A4,41.8666,-119.4948,1708.2160000000001,0.019324705263970246,1.857270344112332,1.8765950493763024,2019-12-15
34NO,41.9291,-119.7086,1768.973,0.01926310003999744,1.8435970052616248,1.8628601053016225,2019-12-15
34SO,41.8059,-119.7068,1705.89,0.019306227501056667,1.8577439500443456,1.8770501775454025,2019-12-15
5PTS,36.4292,-120.265,56.523,0.06448649372438517,2.268701312132797,2.3331878058571816,2019-12-15
7OAK,37.595,-114.7591,1713.2779999999998,0.047885359972008594,1.8525512411615408,1.9004366011335496,2019-12-15
7ODM,34.1164,-117.09320000000002,762.072,0.0855366098542364,2.0814284241103094,2.1669650339645448,2019-12-15
ACSB,33.2743,-117.44489999999996,-12.296,0.1157685323422105,2.2797995201612298,2.3955680525034406,2019-12-15
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.11576824990262265,2.279798283511578,2.3955665334142013,2019-12-15
AERO,32.8075,-117.12440000000004,92.691,0.11881649446718427,2.2549669046996987,2.373783399166883,2019-12-15
AGMT,34.5943,-116.4294,1337.8229999999999,0.04556873814293684,1.9422182933097076,1.987787031452644,2019-12-15
AIAH,33.8492,-117.8625,38.22,0.11411210404681188,2.26583342558844,2.3799455296352514,2019-12-15
AISD,33.0239,-117.0858,141.58700000000005,0.11532329946794492,2.2419991946871827,2.3573224941551274,2019-12-15
ALAM,37.358000000000004,-115.1585,1090.005,0.06666829555912132,1.9941547944469284,2.0608230900060502,2019-12-15
ALPP,34.8245,-118.6948,918.073,0.06688467171010004,2.04841617587984,2.1153008475899395,2019-12-15
ALTH,36.8896,-120.6698,18.788,0.06800208912425303,2.2789321462301304,2.346934235354384,2019-12-15
ANA1,34.015,-119.3635,22.447,0.07570416550655798,2.267615575646645,2.3433197411532034,2019-12-15
ANTB,39.8479,-117.3709,1647.6170000000006,0.027229010808211548,1.8717724136630796,1.899001424471291,2019-12-15
ANTE,40.1459,-118.1673,1445.115,0.03130977398066996,1.9194235532327395,1.9507333272134093,2019-12-15
ANTV,39.6425,-120.2813,1681.0610000000001,0.036616603254243416,1.8639974626243987,1.900614065878642,2019-12-15
AOA1,34.1574,-118.83029999999997,246.56099999999998,0.0901183648173016,2.2126983636536046,2.3028167284709062,2019-12-15
APEX,36.3191,-114.9318,761.0369999999997,0.10078294620638308,2.07654117754454,2.1773241237509238,2019-12-15
AQUA,32.6794,-114.48540000000004,35.126999999999995,0.11531121738210642,2.2575760591479743,2.37288727653008,2019-12-15
AR27,33.3418,-117.3249,32.301,0.11592775858489487,2.2683614687415727,2.384289227326468,2019-12-15
AR53,33.3811,-117.4765,111.04,0.1084046845881918,2.248900545166661,2.3573052297548527,2019-12-15
ARGU,36.05,-117.52189999999996,1791.338,0.027197125525203827,1.8337657037417503,1.8609628292669544,2019-12-15
ARM1,35.2013,-118.91039999999998,76.817,0.0956014051352031,2.2608198548103458,2.3564212599455487,2019-12-15
ARM2,35.2013,-118.9106,76.813,0.09559783295586556,2.260821662368376,2.356419495324242,2019-12-15
ARMY,38.4977,-118.4382,1822.02,0.040191359200040064,1.830919076084008,1.871110435284048,2019-12-15
ARTE,38.9999,-119.40890000000002,1638.3,0.0365159077589199,1.8728751402833164,1.909391048042236,2019-12-15
ASHM,36.3459,-116.13940000000002,885.738,0.08371317277234795,2.0456861632373475,2.1293993360096954,2019-12-15
AST1,39.3903,-117.3084,1760.07,0.02889511475813662,1.8440614106390416,1.8729565253971785,2019-12-15
AST2,39.3904,-117.3086,1760.3,0.02889090214824166,1.8440119139031748,1.8729028160514165,2019-12-15
ASTA,38.1694,-121.6845,-16.671,0.08019125690525694,2.2883270502844235,2.3685183071896803,2019-12-15
