ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.018266799272691592,1.8435042263688604,1.861771025641552,2019-01-25
34A2,41.8531,-119.60739999999998,1862.779,0.018821884673905203,1.8536322023066083,1.8724540869805135,2019-01-25
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.019159116642167764,1.860567631882829,1.8797267485249969,2019-01-25
34A4,41.8666,-119.4948,1708.2160000000001,0.02057998655651275,1.8884346142633017,1.9090146008198148,2019-01-25
34NO,41.9291,-119.7086,1768.973,0.019843822287609142,1.87504820678512,1.8948920290727291,2019-01-25
34SO,41.8059,-119.7068,1705.89,0.019990624011383174,1.88930214348426,1.9092927674956433,2019-01-25
5PTS,36.4292,-120.265,56.523,0.06500541561390154,2.2835098286478166,2.3485152442617183,2019-01-25
7OAK,37.595,-114.7591,1713.2779999999998,0.02155859749529295,1.8810633318316696,1.9026219293269624,2019-01-25
7ODM,34.1164,-117.09320000000002,762.072,0.040848201335093835,2.100814995915973,2.141663197251068,2019-01-25
ACSB,33.2743,-117.44489999999996,-12.296,0.0524179859833074,2.292050462138488,2.3444684481217952,2019-01-25
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.052417895898590784,2.292049247004021,2.344467142902612,2019-01-25
AERO,32.8075,-117.12440000000004,92.691,0.046660865364368115,2.266168549195533,2.3128294145599018,2019-01-25
AGMT,34.5943,-116.4294,1337.8229999999999,0.01987464378259209,1.9681314572937831,1.9880061010763752,2019-01-25
AIAH,33.8492,-117.8625,38.22,0.050925017215474315,2.2800324879539198,2.3309575051693936,2019-01-25
AISD,33.0239,-117.0858,141.58700000000005,0.04715580310504397,2.2553293805581007,2.302485183663145,2019-01-25
ALAM,37.358000000000004,-115.1585,1090.005,0.0297245837500769,2.0259785327299267,2.055703116480004,2019-01-25
ALPP,34.8245,-118.6948,918.073,0.03663401790112981,2.067906636769716,2.1045406546708456,2019-01-25
ALTH,36.8896,-120.6698,18.788,0.0648547588414909,2.2932563853477017,2.3581111441891927,2019-01-25
ANA1,34.015,-119.3635,22.447,0.05254771428132921,2.285320646772391,2.3378683610537205,2019-01-25
ANTB,39.8479,-117.3709,1647.6170000000006,0.02445873549268741,1.9007143356024672,1.925173071095155,2019-01-25
ANTE,40.1459,-118.1673,1445.115,0.02855222654761928,1.9494017153381216,1.9779539418857408,2019-01-25
ANTV,39.6425,-120.2813,1681.0610000000001,0.01837664158039608,1.889696109276232,1.9080727508566282,2019-01-25
AOA1,34.1574,-118.83029999999997,246.56099999999998,0.049796636291971945,2.2311299772267263,2.280926613518698,2019-01-25
APEX,36.3191,-114.9318,761.0369999999997,0.036077822506748326,2.1075688550989264,2.1436466776056746,2019-01-25
AQUA,32.6794,-114.48540000000004,35.126999999999995,0.03775656151385252,2.283167819157089,2.3209243806709416,2019-01-25
AR27,33.3418,-117.3249,32.301,0.05224584734371,2.2814180946158693,2.333663941959579,2019-01-25
AR53,33.3811,-117.4765,111.04,0.04796147722494755,2.261897040431914,2.3098585176568616,2019-01-25
ARGU,36.05,-117.52189999999996,1791.338,0.020843693208696043,1.864476973685748,1.885320666894444,2019-01-25
ARM1,35.2013,-118.91039999999998,76.817,0.06178373762156082,2.2745522393511766,2.3363359769727383,2019-01-25
