ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.07641023967692831,1.8291579646653349,1.9055682043422637,2019-08-05
34A2,41.8531,-119.60739999999998,1862.779,0.07740851751904873,1.83825800225486,1.915666519773909,2019-08-05
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.07834288339543545,1.8445098545285097,1.9228527379239453,2019-08-05
34A4,41.8666,-119.4948,1708.2160000000001,0.08162355191655474,1.8696702820421585,1.9512938339587127,2019-08-05
34NO,41.9291,-119.7086,1768.973,0.07597995448658633,1.8578876330048104,1.9338675874913969,2019-08-05
34SO,41.8059,-119.7068,1705.89,0.08138623848988033,1.870944927399852,1.952331165889732,2019-08-05
5PTS,36.4292,-120.265,56.523,0.0928475979919937,2.251040923761397,2.3438885217533905,2019-08-05
7OAK,37.595,-114.7591,1713.2779999999998,0.1036313067571833,1.8715859944551432,1.9752173012123264,2019-08-05
7ODM,34.1164,-117.09320000000002,762.072,0.12490871516309372,2.0841976500401134,2.209106365203207,2019-08-05
ACSB,33.2743,-117.44489999999996,-12.296,0.13042163747342264,2.2710142943898326,2.4014359318632548,2019-08-05
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.1304215366985696,2.2710131302840804,2.4014346669826496,2019-08-05
AERO,32.8075,-117.12440000000004,92.691,0.12397711390423258,2.2469482401127943,2.3709253540170265,2019-08-05
AGMT,34.5943,-116.4294,1337.8229999999999,0.11365602112501255,1.9540269944982187,2.0676830156232318,2019-08-05
AIAH,33.8492,-117.8625,38.22,0.12685356826548394,2.2593987232527595,2.386252291518243,2019-08-05
AISD,33.0239,-117.0858,141.58700000000005,0.13080279252423108,2.2353561499342867,2.3661589424585183,2019-08-05
ALAM,37.358000000000004,-115.1585,1090.005,0.11363675378497153,2.0023279503032985,2.11596470408827,2019-08-05
ALPP,34.8245,-118.6948,918.073,0.11026241785620218,2.049341238574201,2.159603656430403,2019-08-05
ALTH,36.8896,-120.6698,18.788,0.08409804484907152,2.2620100906731877,2.3461081355222593,2019-08-05
ANA1,34.015,-119.3635,22.447,0.1242908521261233,2.2634155941904552,2.3877064463165785,2019-08-05
ANTB,39.8479,-117.3709,1647.6170000000006,0.0792995256068992,1.88387242214254,1.9631719477494396,2019-08-05
ANTE,40.1459,-118.1673,1445.115,0.06060563955868944,1.929259579803397,1.9898652193620865,2019-08-05
ANTV,39.6425,-120.2813,1681.0610000000001,0.04051703156841718,1.8779340294549536,1.9184510610233707,2019-08-05
AOA1,34.1574,-118.83029999999997,246.56099999999998,0.11897323357512594,2.2103872485086944,2.3293604820838203,2019-08-05
APEX,36.3191,-114.9318,761.0369999999997,0.1376108290837922,2.080028363159645,2.2176391922434378,2019-08-05
AQUA,32.6794,-114.48540000000004,35.126999999999995,0.18030343991687012,2.2495393912498645,2.4298428311667344,2019-08-05
AR27,33.3418,-117.3249,32.301,0.13509689577732914,2.26032102573511,2.395417921512439,2019-08-05
AR53,33.3811,-117.4765,111.04,0.13058217794528826,2.2422199993983285,2.3728021773436168,2019-08-05
ARGU,36.05,-117.52189999999996,1791.338,0.06645002241356379,1.8558541227781784,1.9223041451917424,2019-08-05
ARM1,35.2013,-118.91039999999998,76.817,0.1245603903787542,2.2432861178385246,2.3678465082172786,2019-08-05
ARM2,35.2013,-118.9106,76.813,0.12456440746579307,2.24328865301196,2.3678530604777523,2019-08-05
ARMY,38.4977,-118.4382,1822.02,0.07455284041640267,1.8455893852057508,1.9201422256221532,2019-08-05
ARTE,38.9999,-119.40890000000002,1638.3,0.06179757817146336,1.8846956147338458,1.9464931929053093,2019-08-05
ASHM,36.3459,-116.13940000000002,885.738,0.10708360845549762,2.0515673225906847,2.1586509310461826,2019-08-05
AST1,39.3903,-117.3084,1760.07,0.08268539432804672,1.8578187038215102,1.9405040981495567,2019-08-05
AST2,39.3904,-117.3086,1760.3,0.08267819951826416,1.8577738291403056,1.94045202865857,2019-08-05
ASTA,38.1694,-121.6845,-16.671,0.07158225016156795,2.2743224405344553,2.3459046906960226,2019-08-05
AVRY,34.4683,-117.154,888.9169999999997,0.11212100248594882,2.0541988162460325,2.166319818731981,2019-08-05
AZBH,35.1075,-114.60500000000002,151.685,0.16291138626770782,2.219787644561393,2.3826990308291007,2019-08-05
AZDS,35.5331,-114.3592,870.6669999999997,0.14284412458492568,2.0571438292641075,2.199987953849033,2019-08-05
AZFM,34.8522,-114.5951,119.882,0.17011696515831742,2.227676190274987,2.3977931554333045,2019-08-05
AZGV,35.2544,-114.2543,867.565,0.14431906705491124,2.0584203586755185,2.2027394257304302,2019-08-05
AZKG,35.1903,-114.0525,1005.347,0.14707689119837922,2.028387232137441,2.1754641233358205,2019-08-05
AZLH,34.5083,-114.3471,172.515,0.19735402757729684,2.2172914371274355,2.414645464704732,2019-08-05
AZMP,35.3706,-114.15369999999996,1271.77,0.1339407453530406,1.9698759595914503,2.103816704944491,2019-08-05
AZNE,32.6758,-114.59640000000002,34.624,0.17571982077889053,2.2495481686276606,2.4252679894065508,2019-08-05
AZPK,34.1452,-114.29179999999997,100.891,0.2274855814054772,2.234581766394776,2.462067347800253,2019-08-05
AZQZ,33.6656,-114.2273,240.24200000000002,0.2019527226947854,2.202326293135425,2.4042790158302108,2019-08-05
AZRY,33.5401,-116.6297,1265.7,0.1287948164996265,1.9737165646285453,2.102511381128172,2019-08-05
AZU1,34.126,-117.8965,144.77100000000004,0.1289601797371588,2.2295707618988443,2.3585309416360025,2019-08-05
AZYC,34.8793,-114.147,541.036,0.17017232695238987,2.1325536161135976,2.302725943065988,2019-08-05
AZYU,32.6583,-114.52710000000002,36.945,0.17775293959312313,2.249109064868396,2.426862004461519,2019-08-05
AZYW,32.6837,-114.6422,10.798,0.175257525801685,2.254871231425197,2.430128757226882,2019-08-05
BAK1,35.3519,-119.0208,93.492,0.1257304562571854,2.240842815286292,2.3665732715434773,2019-08-05
BAKR,35.3835,-119.0145,115.258,0.12483903238582768,2.235851984912746,2.3606910172985733,2019-08-05
BALD,37.7834,-118.90139999999997,2749.44,0.055561794586366224,1.6622745391053406,1.7178363336917069,2019-08-05
BAMO,40.4128,-117.20460000000004,1792.47,0.06851134865468854,1.8541211478340534,1.9226324964887411,2019-08-05
BAR1,33.4805,-119.0297,14.81,0.11790896096772426,2.2649730513566677,2.382882012324393,2019-08-05
BATM,36.4035,-116.5116,736.988,0.1016650031945513,2.0842518309532885,2.1859168341478403,2019-08-05
BATT,40.5159,-117.20889999999996,1505.9370000000001,0.0700688905450743,1.9137952088890116,1.9838640994340857,2019-08-05
BBDM,34.5822,-119.98149999999998,204.875,0.11574128757674773,2.220512702659259,2.3362539902360067,2019-08-05
BBRY,34.2643,-116.88419999999996,2051.072,0.08847005057262193,1.8053364171428417,1.893806467715464,2019-08-05
BBUT,41.4388,-118.29499999999996,1264.932,0.07973539583913615,1.9676986046921183,2.0474340005312546,2019-08-05
BCWR,34.9205,-119.4058,1332.942,0.0949410987393893,1.9582194764306569,2.0531605751700464,2019-08-05
BDSP,37.5182,-114.0804,1557.9,0.1218627708477789,1.903984817609213,2.025847588456992,2019-08-05
