ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.02713163290442375,1.8416432350600065,1.8687748679644298,2019-11-09
34A2,41.8531,-119.60739999999998,1862.779,0.027658802495032685,1.8513153298274672,1.8789741323225,2019-11-09
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.028023152828471957,1.8579519554084432,1.8859751082369152,2019-11-09
34A4,41.8666,-119.4948,1708.2160000000001,0.029418209286692767,1.8845415824034468,1.91395979169014,2019-11-09
34NO,41.9291,-119.7086,1768.973,0.028796968187909742,1.8715926995196128,1.9003896677075225,2019-11-09
34SO,41.8059,-119.7068,1705.89,0.029509258804640764,1.88531385235632,1.9148231111609608,2019-11-09
5PTS,36.4292,-120.265,56.523,0.038119517865413836,2.272090990770748,2.3102105086361617,2019-11-09
7OAK,37.595,-114.7591,1713.2779999999998,0.025352879345267133,1.8841792552902512,1.9095321346355183,2019-11-09
7ODM,34.1164,-117.09320000000002,762.072,0.04152794594463303,2.095447465804942,2.136975411749575,2019-11-09
ACSB,33.2743,-117.44489999999996,-12.296,0.0645312536595015,2.2823562887466085,2.34688754240611,2019-11-09
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.06453117020829822,2.282355105838646,2.3468862760469444,2019-11-09
AERO,32.8075,-117.12440000000004,92.691,0.06529059781923073,2.257347884600392,2.322638482419622,2019-11-09
AGMT,34.5943,-116.4294,1337.8229999999999,0.031181270384531688,1.9665117881907328,1.9976930585752648,2019-11-09
AIAH,33.8492,-117.8625,38.22,0.05547007807990816,2.270080752753582,2.3255508308334902,2019-11-09
AISD,33.0239,-117.0858,141.58700000000005,0.06120013713618641,2.245558480280013,2.3067586174162,2019-11-09
ALAM,37.358000000000004,-115.1585,1090.005,0.02721602066832824,2.0227920370615617,2.05000805772989,2019-11-09
ALPP,34.8245,-118.6948,918.073,0.034916707085185884,2.0632995724335625,2.0982162795187485,2019-11-09
ALTH,36.8896,-120.6698,18.788,0.048966286145964016,2.282261779481625,2.331228065627589,2019-11-09
ANA1,34.015,-119.3635,22.447,0.036945939267459205,2.2764160887082596,2.313362027975719,2019-11-09
ANTB,39.8479,-117.3709,1647.6170000000006,0.034952319691078565,1.8989392726575691,1.9338915923486484,2019-11-09
ANTE,40.1459,-118.1673,1445.115,0.0331936609142727,1.9465115870151544,1.9797052479294268,2019-11-09
ANTV,39.6425,-120.2813,1681.0610000000001,0.02941842549183516,1.890074980672979,1.9194934061648143,2019-11-09
AOA1,34.1574,-118.83029999999997,246.56099999999998,0.043048378565745934,2.2222704582882358,2.2653188368539814,2019-11-09
APEX,36.3191,-114.9318,761.0369999999997,0.025411607598013843,2.1024328604145768,2.1278444680125905,2019-11-09
AQUA,32.6794,-114.48540000000004,35.126999999999995,0.09499796808659113,2.271029842256413,2.3660278103430037,2019-11-09
AR27,33.3418,-117.3249,32.301,0.0634198753526486,2.271319221065633,2.3347390964182813,2019-11-09
AR53,33.3811,-117.4765,111.04,0.06024209614792263,2.252680592902022,2.3129226890499446,2019-11-09
ARGU,36.05,-117.52189999999996,1791.338,0.01743857628293197,1.8669951345546643,1.8844337108375961,2019-11-09
ARM1,35.2013,-118.91039999999998,76.817,0.04218414058970665,2.26388726936387,2.3060714099535766,2019-11-09
ARM2,35.2013,-118.9106,76.813,0.04218260010681075,2.2638893540356,2.3060719541424106,2019-11-09
ARMY,38.4977,-118.4382,1822.02,0.029769043108759843,1.8600374675601852,1.8898065106689448,2019-11-09
ARTE,38.9999,-119.40890000000002,1638.3,0.02999614716195846,1.9004445850083111,1.9304407321702697,2019-11-09
ASHM,36.3459,-116.13940000000002,885.738,0.02511724708059981,2.071026591242331,2.0961438383229307,2019-11-09
AST1,39.3903,-117.3084,1760.07,0.03215263197306287,1.8724161550342004,1.9045687870072636,2019-11-09
AST2,39.3904,-117.3086,1760.3,0.03215209907733203,1.8723685764510292,1.9045206755283608,2019-11-09
ASTA,38.1694,-121.6845,-16.671,0.05034609679873085,2.2939197263916085,2.3442658231903395,2019-11-09
AVRY,34.4683,-117.154,888.9169999999997,0.0355955807799377,2.0686163605729764,2.104211941352914,2019-11-09
AZBH,35.1075,-114.60500000000002,151.685,0.044731897196429546,2.2449873864389764,2.289719283635406,2019-11-09
AZDS,35.5331,-114.3592,870.6669999999997,0.03224442326737988,2.075144702678742,2.1073891259461224,2019-11-09
