ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.022290916542196712,1.81130952331067,1.8336004398528667,2019-02-18
34A2,41.8531,-119.60739999999998,1862.779,0.022541975903593192,1.821604790068533,1.8441467659721265,2019-02-18
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.022736104263070173,1.8286503086570176,1.851386412920088,2019-02-18
34A4,41.8666,-119.4948,1708.2160000000001,0.0236903955609252,1.8569899051636949,1.8806803007246202,2019-02-18
34NO,41.9291,-119.7086,1768.973,0.02423968621250045,1.8436888065858987,1.8679284927983992,2019-02-18
34SO,41.8059,-119.7068,1705.89,0.025317793476829473,1.857839206786852,1.8831570002636813,2019-02-18
5PTS,36.4292,-120.265,56.523,0.07279619074868382,2.2686803471858403,2.3414765379345237,2019-02-18
7OAK,37.595,-114.7591,1713.2779999999998,0.03008428409142355,1.8485957533841768,1.8786800374756003,2019-02-18
7ODM,34.1164,-117.09320000000002,762.072,0.0608135267214709,2.080256933840843,2.141070460562314,2019-02-18
ACSB,33.2743,-117.44489999999996,-12.296,0.08798360404464663,2.286094314799893,2.3740779188445402,2019-02-18
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.08798341532058873,2.2860930508028483,2.3740764661234373,2019-02-18
AERO,32.8075,-117.12440000000004,92.691,0.09407388955346653,2.2621386714386347,2.3562125609921014,2019-02-18
AGMT,34.5943,-116.4294,1337.8229999999999,0.048275012103859115,1.939433788753776,1.987708800857635,2019-02-18
AIAH,33.8492,-117.8625,38.22,0.0692983240813721,2.269805089108308,2.3391034131896804,2019-02-18
AISD,33.0239,-117.0858,141.58700000000005,0.09442454246127556,2.2486289007260662,2.3430534431873418,2019-02-18
ALAM,37.358000000000004,-115.1585,1090.005,0.046890407873507234,1.9946944224125664,2.041584830286073,2019-02-18
ALPP,34.8245,-118.6948,918.073,0.052633902891881815,2.0446859731290576,2.0973198760209395,2019-02-18
ALTH,36.8896,-120.6698,18.788,0.07015382556633121,2.278494206531437,2.3486480320977683,2019-02-18
ANA1,34.015,-119.3635,22.447,0.0590665587289959,2.2760805122969803,2.3351470710259763,2019-02-18
