ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.10108785511073316,1.8316297313988013,1.9327175865095343,2019-07-12
34A2,41.8531,-119.60739999999998,1862.779,0.102669328566121,1.8408163247555012,1.9434856533216225,2019-07-12
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.10430568592828623,1.8471178168515765,1.9514235027798623,2019-07-12
34A4,41.8666,-119.4948,1708.2160000000001,0.1092312670834488,1.8725110182491869,1.981742285332636,2019-07-12
34NO,41.9291,-119.7086,1768.973,0.09977652771416937,1.8605821829453717,1.9603587106595408,2019-07-12
34SO,41.8059,-119.7068,1705.89,0.10870903977299738,1.8736845361837708,1.982393575956768,2019-07-12
5PTS,36.4292,-120.265,56.523,0.13511403861348611,2.2555048004103697,2.390618839023856,2019-07-12
7OAK,37.595,-114.7591,1713.2779999999998,0.0552123085918762,1.8716615279977693,1.9268738365896456,2019-07-12
7ODM,34.1164,-117.09320000000002,762.072,0.067602344755429,2.083179348194161,2.15078169294959,2019-07-12
ACSB,33.2743,-117.44489999999996,-12.296,0.09316783519091887,2.270847942318621,2.36401577750954,2019-07-12
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.09316769734612013,2.2708467739698666,2.3640144713159867,2019-07-12
AERO,32.8075,-117.12440000000004,92.691,0.11916342181525358,2.247444160108216,2.366607581923469,2019-07-12
AGMT,34.5943,-116.4294,1337.8229999999999,0.055091394074581766,1.9532616770469744,2.0083530711215563,2019-07-12
AIAH,33.8492,-117.8625,38.22,0.07467417632466933,2.2594086549748487,2.334082831299518,2019-07-12
AISD,33.0239,-117.0858,141.58700000000005,0.12056430521264025,2.235141033192981,2.355705338405621,2019-07-12
ALAM,37.358000000000004,-115.1585,1090.005,0.07569584821537093,2.002803672501829,2.0784995207172003,2019-07-12
ALPP,34.8245,-118.6948,918.073,0.09987972438411707,2.0503768166338605,2.1502565410179777,2019-07-12
ALTH,36.8896,-120.6698,18.788,0.12908153220858914,2.2656602434407653,2.3947417756493543,2019-07-12
ANA1,34.015,-119.3635,22.447,0.1060509800321798,2.2647383456575003,2.3707893256896804,2019-07-12
ANTB,39.8479,-117.3709,1647.6170000000006,0.0847508645775887,1.883292338378336,1.9680432029559252,2019-07-12
ANTE,40.1459,-118.1673,1445.115,0.07235299212890045,1.928872917851328,2.0012259099802288,2019-07-12
ANTV,39.6425,-120.2813,1681.0610000000001,0.0892707717000701,1.8801811836396458,1.9694519553397158,2019-07-12
AOA1,34.1574,-118.83029999999997,246.56099999999998,0.08174743189417738,2.2110644915797595,2.292811923473937,2019-07-12
APEX,36.3191,-114.9318,761.0369999999997,0.06371943663104875,2.0788101464265147,2.142529583057564,2019-07-12
AQUA,32.6794,-114.48540000000004,35.126999999999995,0.21061112803948875,2.2541328996406937,2.464744027680183,2019-07-12
AR27,33.3418,-117.3249,32.301,0.10525072749316043,2.2602592920838025,2.3655100195769627,2019-07-12
