ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.06962006581440477,1.822836145664572,1.8924562114789765,2019-04-07
34A2,41.8531,-119.60739999999998,1862.779,0.07005206206958993,1.832689043833588,1.9027411059031782,2019-04-07
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.07062732538242003,1.839468040379296,1.9100953657617157,2019-04-07
34A4,41.8666,-119.4948,1708.2160000000001,0.0726835546771958,1.8666447172696088,1.9393282719468043,2019-04-07
34NO,41.9291,-119.7086,1768.973,0.0711492501549304,1.8535493618487642,1.9246986120036944,2019-04-07
34SO,41.8059,-119.7068,1705.89,0.07591340022335333,1.8678578841789104,1.943771284402264,2019-04-07
5PTS,36.4292,-120.265,56.523,0.144173191307027,2.2737083445933552,2.417881535900382,2019-04-07
7OAK,37.595,-114.7591,1713.2779999999998,0.04524756355746709,1.8672444291932235,1.9124919927506905,2019-04-07
7ODM,34.1164,-117.09320000000002,762.072,0.10367931631552103,2.0921267954797376,2.1958061117952585,2019-04-07
ACSB,33.2743,-117.44489999999996,-12.296,0.10291565397854954,2.290178014664144,2.3930936686426936,2019-04-07
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.10291545367302328,2.2901767787090628,2.3930922323820867,2019-04-07
AERO,32.8075,-117.12440000000004,92.691,0.10523969735327783,2.265254483973232,2.3704941813265097,2019-04-07
AGMT,34.5943,-116.4294,1337.8229999999999,0.06926660092593721,1.9559510930681898,2.025217693994127,2019-04-07
AIAH,33.8492,-117.8625,38.22,0.1320283505479377,2.2771869021051465,2.4092152526530843,2019-04-07
AISD,33.0239,-117.0858,141.58700000000005,0.1119486964466689,2.252423136972076,2.364371833418745,2019-04-07
ALAM,37.358000000000004,-115.1585,1090.005,0.058674442200373274,2.007016023965003,2.065690466165376,2019-04-07
ALPP,34.8245,-118.6948,918.073,0.10103495607063637,2.0589610338564737,2.15999598992711,2019-04-07
ALTH,36.8896,-120.6698,18.788,0.16020704892920618,2.2844998520895716,2.4447069010187783,2019-04-07
ANA1,34.015,-119.3635,22.447,0.13415176358297018,2.280834253986822,2.414986017569792,2019-04-07
