ID,Lat,Lon,Hgt_m,wetDelay,hydroDelay,totalDelay,Datetime
34A1,41.8387,-119.654,1907.6770000000001,0.06963290573059168,1.8362864394225888,1.9059193451531804,2019-04-19
34A2,41.8531,-119.60739999999998,1862.779,0.07106484028229647,1.8458615691944755,1.916926409476772,2019-04-19
34A3,41.8507,-119.57709999999996,1831.9470000000001,0.07209554909406363,1.8524369605495743,1.924532509643638,2019-04-19
34A4,41.8666,-119.4948,1708.2160000000001,0.07589780818089246,1.878744163018416,1.954641971199308,2019-04-19
34NO,41.9291,-119.7086,1768.973,0.07190378965938822,1.865818599237016,1.9377223888964044,2019-04-19
34SO,41.8059,-119.7068,1705.89,0.07446056125091023,1.8793864239121283,1.9538469851630385,2019-04-19
5PTS,36.4292,-120.265,56.523,0.0932328056918255,2.2664905846219634,2.359723390313789,2019-04-19
7OAK,37.595,-114.7591,1713.2779999999998,0.03836707313403501,1.8779472818007543,1.9163143549347896,2019-04-19
7ODM,34.1164,-117.09320000000002,762.072,0.07860710519776484,2.091759242598134,2.170366347795899,2019-04-19
ACSB,33.2743,-117.44489999999996,-12.296,0.09139850761628784,2.282222065749797,2.373620573366085,2019-04-19
ACSX,33.2743,-117.44489999999996,-12.290999999999999,0.09139839133883557,2.282220874524897,2.3736192658637325,2019-04-19
AERO,32.8075,-117.12440000000004,92.691,0.08718556511634347,2.2575107660883704,2.3446963312047138,2019-04-19
AGMT,34.5943,-116.4294,1337.8229999999999,0.040816996886772185,1.9622592533679808,2.003076250254753,2019-04-19
AIAH,33.8492,-117.8625,38.22,0.08892851774193765,2.271151817301996,2.360080335043933,2019-04-19
AISD,33.0239,-117.0858,141.58700000000005,0.09011720332903717,2.245611237561431,2.3357284408904686,2019-04-19
ALAM,37.358000000000004,-115.1585,1090.005,0.04987327254716421,2.014813471778127,2.0646867443252908,2019-04-19
ALPP,34.8245,-118.6948,918.073,0.05807549180425835,2.05791194795834,2.1159874397625984,2019-04-19
ALTH,36.8896,-120.6698,18.788,0.10697526141608993,2.2770399664159524,2.3840152278320423,2019-04-19
ANA1,34.015,-119.3635,22.447,0.06532854975860826,2.275444586462789,2.3407731362213977,2019-04-19
ANTB,39.8479,-117.3709,1647.6170000000006,0.05473593332336173,1.8917426936156505,1.9464786269390122,2019-04-19
ANTE,40.1459,-118.1673,1445.115,0.05472101383083401,1.9383993030124904,1.9931203168433245,2019-04-19
ANTV,39.6425,-120.2813,1681.0610000000001,0.07159027903607032,1.884405110009008,1.955995389045078,2019-04-19
AOA1,34.1574,-118.83029999999997,246.56099999999998,0.07404269495620933,2.2217790513745683,2.2958217463307773,2019-04-19
APEX,36.3191,-114.9318,761.0369999999997,0.036514124092135176,2.0952739299621146,2.1317880540542498,2019-04-19
AQUA,32.6794,-114.48540000000004,35.126999999999995,0.059276777186003785,2.2660013020888505,2.325278079274854,2019-04-19
AR27,33.3418,-117.3249,32.301,0.09967095915768774,2.2716996393338493,2.371370598491537,2019-04-19
AR53,33.3811,-117.4765,111.04,0.09238397528322373,2.253025512037421,2.3454094873206452,2019-04-19
ARGU,36.05,-117.52189999999996,1791.338,0.04204549887982571,1.861708050399064,1.90375354927889,2019-04-19
ARM1,35.2013,-118.91039999999998,76.817,0.08940842228916185,2.257361386573576,2.3467698088627382,2019-04-19
ARM2,35.2013,-118.9106,76.813,0.08940192857620617,2.2573633877057606,2.346765316281967,2019-04-19
ARMY,38.4977,-118.4382,1822.02,0.037414630936368334,1.852621658048579,1.8900362889849476,2019-04-19
ARTE,38.9999,-119.40890000000002,1638.3,0.05316917891222567,1.8930683456484063,1.9462375245606325,2019-04-19
ASHM,36.3459,-116.13940000000002,885.738,0.05056825256657463,2.064299205574429,2.114867458141004,2019-04-19
AST1,39.3903,-117.3084,1760.07,0.05290201693556874,1.8650530047805896,1.9179550217161585,2019-04-19
AST2,39.3904,-117.3086,1760.3,0.052902074847586425,1.8650060704549576,1.917908145302544,2019-04-19
ASTA,38.1694,-121.6845,-16.671,0.10794776916933777,2.2892818192759914,2.397229588445329,2019-04-19
AVRY,34.4683,-117.154,888.9169999999997,0.060659025681373324,2.0633526466008068,2.12401167228218,2019-04-19
AZBH,35.1075,-114.60500000000002,151.685,0.055416830388521535,2.2368950381931163,2.292311868581638,2019-04-19
AZDS,35.5331,-114.3592,870.6669999999997,0.04038210715561817,2.067686649558116,2.108068756713734,2019-04-19
