ID,Date,ZTD,wet_delay,hydrostatic_delay,times,sigZTD
NSSS,2020-01-03,2.3571,0.0829,2.2742,0,0.0023
NSSS,2020-01-03,2.3571,0.0829,2.2742,0,0.0023
