ID,Date,ZTD,wet_delay,hydrostatic_delay,times,sigZTD
PEA2,2020-01-03,2.1715,0.0366,2.1349,0,0.0025
PEA2,2020-01-03,2.1715,0.0366,2.1349,0,0.0025
