ID,Date,ZTD,wet_delay,hydrostatic_delay,times,sigZTD
PALX,2020-01-03,1.9547,0.0412,1.9135,0,0.0023
PALX,2020-01-03,1.9547,0.0412,1.9135,0,0.0023
