ID,Date,ZTD,wet_delay,hydrostatic_delay,times,sigZTD
CAGW,2020-01-03,2.3627,0.065,2.2977,0,0.0025
CAGW,2020-01-03,2.3627,0.065,2.2977,0,0.0025
