ID,Lat,Lon,Hgt_m
P669,40.4921,-121.60379999999998,1842.933
P670,40.5399,-121.5772,1731.748
P671,40.4091,-121.4282,1958.792
P672,41.7116,-121.50689999999997,1435.114
P673,41.5858,-121.613,2017.904
P674,41.6163,-121.49000000000001,1897.238
P723,37.3804,-118.72479999999996,3197.78
P724,37.4395,-118.56110000000001,1371.614
P725,37.0889,-119.74559999999997,330.937
P726,37.2805,-118.14670000000001,2202.11
P727,37.2736,-118.46680000000003,2677.199
P729,34.2631,-119.09609999999998,36.146
P730,41.3592,-120.82820000000004,1822.484
P731,41.3325,-120.4728,1391.294
P740,33.5982,-116.596,1372.065
P741,33.5575,-116.531,1371.268
P742,33.4955,-116.6026,1142.661
P744,32.8294,-115.5084,-52.802
P781,37.699,-121.07159999999999,-9.75
P782,35.6938,-120.21619999999996,537.994
P784,41.8308,-122.4205,802.239
P786,41.8455,-123.98079999999999,83.951
P787,36.7995,-121.58080000000001,113.626
P788,36.7443,-121.47879999999998,626.627
P789,35.9466,-120.4717,503.36
P790,35.9291,-120.5154,553.676
P793,40.4788,-123.57310000000001,709.862
P794,39.8457,-122.96379999999999,2088.628
P795,34.5081,-116.1481,1095.309
P796,32.4979,-114.7593,10.17
P797,33.5373,-116.59249999999997,1403.774
P799,33.9276,-118.30629999999996,24.836
P800,34.0217,-118.34910000000002,-2.29
P808,34.836,-118.62149999999997,914.345
P809,35.7439,-119.23680000000002,62.883
P810,35.744,-119.23670000000004,62.484
P811,35.1524,-118.01660000000004,708.713
P812,35.1525,-118.01650000000001,708.356
PACT,38.642,-117.803,1805.255
PAHR,36.1394,-115.74459999999999,1311.489
PALG,33.389,-117.03179999999998,528.808
PALO,40.0728,-117.1103,1647.617
PANA,36.2397,-117.41859999999997,780.866
PAR1,34.5787,-120.64350000000002,1.58
PARP,41.3242,-117.69799999999998,1530.544
PB1Y,32.6479,-115.69240000000002,1.15
PB2Y,32.6139,-115.88959999999997,267.914
PBHR,35.709,-121.2724,152.231
PBL1,37.8531,-122.41890000000001,-7.921
PBL2,37.8532,-122.4194,-9.344
PBPP,34.5082,-117.92259999999999,901.945
PCST,38.2226,-119.94,2433.093
PDBL,35.665,-121.28300000000002,-27.088
PEA1,36.1869,-120.7586,789.671
PEA2,36.1805,-120.76679999999999,682.45
PEAR,35.8552,-117.9026,897.416
PENN,40.0343,-120.38040000000001,1903.933
PENT,39.4193,-120.3229,2525.028
PERA,39.4885,-120.33159999999998,2026.084
PERL,36.9018,-116.68639999999999,1351.417
PETE,39.7504,-119.99969999999996,1722.881
PHIL,38.9325,-118.08850000000001,1451.261
PHIN,36.9804,-117.03390000000002,1540.825
PHJX,32.4901,-115.5505,105.428
PHLB,34.9254,-117.6945,886.159
PHON,39.083,-117.77250000000004,2019.965
PILG,40.8718,-119.99680000000001,1887.622
PILO,38.2697,-117.98509999999999,1706.42
PIN1,33.6122,-116.45820000000003,1256.131
PIN2,33.6121,-116.45760000000001,1258.399
PIN3,34.4522,-118.57490000000001,365.972
PINE,38.6454,-119.0521,1763.899
PIUT,35.3853,-114.88210000000004,868.028
PJZX,32.417,-115.88369999999998,1335.714
PKDB,35.9452,-120.54160000000002,589.877
PKRD,34.0716,-118.23289999999997,130.847
PLE1,37.6732,-121.86490000000003,80.524
PLEA,39.3359,-119.7541,1699.568
PLO1,32.6654,-117.24310000000003,-22.538
PLO5,32.6654,-117.243,-22.497
PLO6,32.6656,-117.2432,-22.423
PLSB,38.685,-121.76260000000002,-7.656
PMHS,33.9026,-118.15369999999996,-11.159
PMOB,33.3572,-116.85950000000003,1662.532
PMTN,37.8314,-119.05690000000004,2401.626
PNUT,38.9185,-119.48649999999998,2202.094
POAK,37.7957,-122.27909999999997,5.534
POBG,33.6871,-116.9237,982.232
POIN,36.5796,-116.1198,916.62
POKE,40.3792,-118.47149999999999,1574.056
POLB,33.7542,-118.20140000000004,10.005
POMM,35.9199,-120.47839999999997,597.116
PONY,39.279,-119.019,1310.251
POOS,39.4548,-119.2595,1637.847
PORC,41.5995,-120.7432,1525.869
POSD,32.6676,-117.1166,-21.336
POTB,38.2026,-121.93539999999996,29.528
POTR,32.6184,-116.59090000000003,730.269
PPBF,33.8357,-117.18209999999999,428.11
PPT5,37.1871,-122.38999999999999,8.047
PPT6,37.1868,-122.38980000000004,5.969
PSAP,33.8192,-116.49400000000003,86.735
PSDM,34.0918,-117.80709999999999,278.367
PSSB,34.426,-119.70439999999996,7.457
PTAX,32.3775,-115.4563,1060.352
PTEX,32.2885,-116.52120000000002,340.591
PTRB,37.9962,-123.01869999999997,145.779
PTRO,38.2095,-121.94420000000002,28.033
PTSG,41.7827,-124.2552,-10.224
PUMP,38.9065,-118.9357,1833.711
PVE3,33.7433,-118.40430000000003,71.065
PVEP,33.7433,-118.4042,69.382
PVHS,33.7795,-118.37220000000002,259.591
PVRS,33.7739,-118.32060000000001,59.832
QCY2,36.1611,-121.13729999999998,101.427
QCYN,36.1612,-121.13749999999999,98.625
QHTP,34.6287,-118.2448,863.06
QUEX,32.5492,-115.15319999999997,-16.238
QUIN,39.9746,-120.94439999999997,1105.769
RAAP,33.0422,-116.91719999999998,395.022
RAGG,34.6831,-116.1515,729.922
RAIL,38.2804,-115.66480000000001,1575.248
RAIN,39.3782,-118.55129999999997,1213.106
RAMT,35.3387,-117.68330000000003,1406.618
RAPT,36.6649,-119.44870000000003,89.014
RATT,39.4896,-118.75260000000003,1251.24
RAVE,40.743,-120.37940000000003,1668.458
RAWE,39.1884,-119.5358,1724.217
RBFT,33.5289,-117.15949999999998,309.29
RBRU,36.7591,-119.82870000000003,55.974
RCA2,34.5,-119.72000000000003,1179.204
RCH3,38.0047,-122.30759999999998,5.268
RCSC,33.4441,-117.5865,160.957
RDFD,39.3899,-119.76459999999997,1452.658
RDMO,39.3971,-118.99610000000001,1459.195
RDMT,34.6439,-116.62469999999996,1782.985
RDNG,40.6253,-122.37389999999999,195.002
RDOM,37.6771,-118.89789999999999,2417.375
REDR,39.8945,-119.9914,1491.568
REES,39.159,-117.3252,1968.541
RELA,36.7154,-116.55430000000001,839.226
RENO,39.5103,-119.91669999999999,1488.476
REP2,36.8404,-116.4683,1479.077
REP3,36.8413,-116.46809999999999,1478.127
REP4,36.8491,-116.46609999999998,1455.328
REPO,36.8404,-116.4683,1479.438
REYN,39.9821,-120.4631,1668.402
RHCG,34.0009,-118.01339999999999,338.709
RHCL,34.0191,-118.02620000000002,176.87
RHIL,38.4246,-117.5745,1799.061
RICO,39.8841,-117.10570000000001,1601.681
RIDG,36.4931,-115.6234,1280.918
RISU,38.6256,-119.43259999999998,1706.429
RJAB,37.0185,-121.56079999999997,34.811
RKMG,33.6741,-117.6094,377.605
RMVJ,33.4858,-117.55529999999999,136.394
RNCH,35.9,-120.52480000000003,838.821
RNO1,39.5379,-119.88580000000002,1530.668
ROCH,33.611,-116.6098,1393.954
ROCK,34.2357,-118.6764,553.387
ROCP,37.8164,-122.06290000000001,582.009
ROGE,36.2179,-117.08550000000002,3016.439
ROJO,38.5767,-117.54629999999997,1779.726
ROPB,36.9312,-121.779,8.218
ROSE,40.8041,-118.71249999999998,1500.106
ROUG,38.4034,-118.98699999999997,1828.552
ROXY,36.8396,-114.66399999999999,574.55
ROYS,38.2626,-117.60659999999996,1613.759
RP02,33.5277,-117.59870000000001,60.702
RPAS,39.3586,-117.4128,1901.002
RSTP,34.8751,-118.19290000000001,712.746
RSVY,34.5415,-119.18439999999998,987.401
RTHS,34.0891,-117.35329999999999,328.687
RUBY,40.6172,-115.12279999999998,1881.744
RUMP,36.2569,-115.86850000000004,1406.152
RUNG,32.9723,-114.97800000000001,119.669
RUSS,39.223,-118.76009999999997,1376.427
RVSD,33.9209,-117.41660000000002,239.185
RYAN,36.3163,-116.65010000000001,1286.153
RYEP,40.5544,-118.4237,1399.427
S300,37.6665,-121.55830000000003,495.785
SA59,32.6888,-114.49559999999997,42.552
SA63,32.6889,-114.4957,45.595
SAC1,38.5742,-121.55860000000001,-19.595
SAC3,38.6401,-121.4579,-15.619
SACL,37.3799,-121.98310000000004,-16.041
SACR,38.655,-121.35419999999999,7.025
SACY,33.7432,-117.8956,-11.251
SAID,40.9124,-120.71159999999998,1690.567
SAL3,36.7883,-121.613,76.8
SANA,38.2445,-117.08159999999998,1775.992
SAND,39.2751,-118.37829999999997,1349.326
SANM,37.5642,-122.2835,-20.843
SAOB,36.7653,-121.44720000000001,359.811
SARD,39.5127,-120.14570000000003,1871.608
SAWC,37.6899,-118.95320000000004,2440.263
SBCC,33.553,-117.66149999999999,88.685
SBR5,34.5106,-120.22730000000001,75.987
SBRB,37.6864,-122.4108,-13.203
SBRN,37.6862,-122.41039999999998,-2.161
SBUT,39.5798,-120.65960000000001,1763.169
SCCP,37.6518,-122.00210000000004,419.302
SCHO,41.1297,-118.35540000000003,1302.993
SCIA,34.6074,-117.38829999999996,831.469
SCIP,32.9144,-118.48789999999997,452.856
SCMS,33.4441,-117.63459999999998,23.272
SCR1,36.9754,-122.02819999999997,-21.909
SCTS,38.7669,-119.9683,2458.218
SDHL,34.255,-116.27890000000002,835.054
SEI2,37.9818,-121.35429999999997,-20.319
SEIB,37.9895,-121.2894,-17.182
SEVN,40.3068,-118.84809999999999,1224.494
SFCC,37.7721,-122.4099,-9.342
SFDM,34.4598,-118.75450000000001,291.52
SFNT,37.7142,-121.70529999999997,147.14
SGDM,34.2056,-117.86170000000004,420.745
SGHS,34.0886,-118.10900000000004,79.875
SGLG,32.6493,-115.72640000000001,78.34
SGPS,33.9125,-116.69569999999999,476.741
SHEP,40.6761,-117.62869999999998,1590.576
SHIN,40.5917,-120.22500000000002,1377.327
SHLD,41.8684,-119.01570000000004,1457.549
SHN5,35.6742,-120.34710000000001,301.747
SHOS,35.9713,-116.29899999999998,582.393
SHP5,35.2686,-120.67129999999997,16.693
SHRC,37.6249,-118.94560000000001,2352.107
SHSH,39.8822,-117.72900000000004,1210.878
SIBE,34.6243,-116.0156,362.525
SILK,34.1029,-118.26390000000004,106.222
SILV,38.624,-120.1945,2272.766
SIMI,34.2491,-118.7654,257.34
SIMM,35.3511,-119.99779999999998,583.626
SIO3,32.8647,-117.25040000000001,34.84
SIO5,32.8407,-117.24969999999996,185.532
SIXM,36.2446,-116.09140000000002,766.105
SJB5,36.8614,-121.5797,93.22
SKED,40.2784,-120.03449999999998,1302.483
SKND,41.0316,-118.70820000000003,1260.735
SKUL,36.7305,-116.2106,1237.302
SKYB,34.4386,-118.47860000000003,520.241
SLAC,37.4165,-122.20429999999999,63.714
SLAT,39.0847,-118.19029999999998,1773.349
SLDA,37.7088,-121.0729,-4.064
SLHG,33.1926,-116.2541,177.631
SLI4,39.3143,-119.8843,2902.527
SLID,39.3143,-119.8843,2902.518
SLMS,33.2922,-115.9778,-45.927
SLN5,36.667,-121.63319999999999,-14.668
SLRC,32.517,-114.7473,21.861
SLT1,39.2872,-118.57169999999996,1255.608
SLT2,39.2931,-118.58749999999998,1299.848
SLUM,41.1602,-117.9314,1369.978
SMOK,40.6213,-119.64779999999996,1220.502
SMTN,32.9582,-115.8392,230.384
SMYC,36.3196,-115.58749999999998,2562.722
SNHS,33.9273,-117.92859999999996,66.434
SNI1,33.2479,-119.52440000000001,239.664
SNOE,36.2596,-115.03309999999999,569.607
SNOG,34.0352,-116.80779999999999,2314.717
SNRA,38.3189,-119.6035,2737.243
SNTA,34.9116,-120.43420000000003,46.981
SNTE,32.8306,-116.97090000000003,87.125
SNTF,33.9407,-118.0804,12.001
SOD2,37.1664,-121.9255,986.817
SODB,37.1664,-121.9255,985.59
SOMT,34.3199,-119.0643,464.258
SONC,40.8531,-117.72820000000002,1467.538
SONG,33.3807,-117.56029999999998,-2.926
SONO,37.9843,-120.38149999999996,524.35
SPA1,39.637,-119.70889999999997,1353.639
SPK1,34.0593,-118.64620000000002,440.138
SPK2,39.5408,-119.71010000000001,1323.528
SPKS,39.5415,-119.71199999999999,1324.954
SPMS,33.9927,-117.84879999999998,207.049
SPRK,39.5121,-119.71000000000004,1362.216
SPW2,32.8669,-117.25710000000004,-21.45
SQUA,40.844,-119.55989999999997,1391.023
SRB1,37.8744,-122.267,54.677
SRCK,38.9245,-120.33670000000001,1896.674
SRES,35.8184,-120.9572,299.283
SRO1,38.4485,-122.73180000000002,15.437
SRS1,34.0043,-120.0652,68.218
SSB2,39.6207,-119.7226,1357.253
SSNV,40.3791,-120.4656,1231.497
STAG,39.3335,-119.46550000000002,1352.01
STCK,37.9955,-121.2507,-17.27
STDI,39.5086,-119.91930000000002,1529.19
STEA,39.6255,-119.88369999999998,1534.257
STFU,37.4269,-122.17330000000004,20.402
STHE,38.5045,-122.46820000000002,48.257
STHI,39.3639,-119.78819999999996,1807.991
STIR,36.5101,-115.90999999999997,1413.072
STON,40.2308,-119.20690000000002,1513.99
STRI,36.6446,-116.33780000000002,1029.845
STRK,36.4151,-115.4511,1044.461
SUAA,37.4269,-122.17330000000004,20.464
SULF,37.2212,-117.68420000000003,1655.222
SUNR,39.0507,-119.59119999999996,1908.699
SUPR,41.6618,-120.06899999999996,1590.312
SUSA,40.4493,-120.5634,1678.267
SUTB,39.2058,-121.82060000000001,616.557
SVAL,35.8055,-115.51840000000004,1090.021
SVIN,38.0332,-122.52629999999999,-27.561
SWEE,38.5187,-119.20069999999998,2108.184
SWEP,37.6117,-122.45769999999999,349.301
SYLV,37.4525,-117.74450000000002,1887.415
SYNG,34.6072,-120.06960000000004,167.872
T3RP,37.9279,-122.5883,732.373
TABL,34.3818,-117.67830000000004,2228.025
TABV,34.3818,-117.67830000000004,2228.008
TAFT,35.1565,-119.48519999999996,287.155
TALC,36.3513,-117.71159999999998,1482.52
TATE,36.9316,-116.5743,1293.266
TBLP,35.9174,-120.3603,937.499
TCGC,33.8852,-117.55529999999999,157.483
TEHA,35.1431,-118.46979999999996,1174.68
TERM,40.8627,-120.4984,1613.288
THAC,35.0327,-118.3528,1229.05
THAL,37.3515,-121.93549999999999,-2.494
THCP,35.1582,-118.41460000000001,1652.406
THCR,39.4018,-119.8383,1785.402
THMG,33.6506,-116.0772,33.673
THMS,33.5496,-117.76679999999999,189.215
THOM,37.9429,-117.375,1659.401
THUM,35.1831,-114.45389999999998,655.309
TIBB,37.8909,-122.44759999999997,-21.1
TILC,37.6189,-118.86289999999997,2165.296
TIRE,40.6467,-118.63009999999997,1462.282
TIVA,36.9348,-116.22969999999998,2034.157
TJRN,34.4835,-120.13260000000002,157.169
TLCC,36.3533,-117.70490000000001,1482.91
TLON,40.0786,-118.71170000000001,1452.944
TMAP,33.6412,-116.16050000000001,-66.9
TMSB,38.5708,-121.54920000000004,-15.296
TNUG,38.8088,-118.36379999999997,1427.928
TOIY,39.5422,-117.04939999999999,2299.053
TOLA,39.7946,-120.44870000000003,1559.464
TONI,38.3582,-117.2926,1823.082
TONO,38.0972,-117.18399999999997,2066.014
TOPA,38.7098,-119.54239999999999,1797.724
TOQU,38.9281,-116.9887,1926.117
TORP,33.7978,-118.3306,-5.213
TOST,34.248,-118.83670000000001,274.391
TOWG,35.8086,-117.76490000000001,657.078
TOYA,38.9107,-117.23559999999998,1814.208
TPLM,33.8218,-116.39920000000001,50.341
TPOG,34.8789,-118.22860000000003,772.224
TRA1,37.7667,-121.43259999999998,-21.849
TRAC,39.5322,-119.4801,1413.072
TRAK,33.6179,-117.80340000000001,115.565
TRAM,36.2758,-114.20640000000003,1115.785
TRAN,36.6508,-120.24900000000002,21.257
TRCP,37.9974,-122.61590000000001,217.617
TRIN,40.2899,-118.63620000000003,1657.719
TRLK,37.4666,-120.8286,2.624
TRND,41.0539,-124.15089999999998,78.182
TROY,34.8386,-116.53049999999996,613.605
TRUC,39.2958,-120.22770000000003,2141.327
TULE,41.0178,-120.02300000000002,1518.386
TUNG,40.4032,-118.2575,1414.754
TURN,39.8588,-120.41669999999999,1732.077
TURT,40.1032,-120.08269999999999,1408.484
TWMS,33.9725,-117.72550000000001,208.087
UCD1,38.5362,-121.75120000000004,-0.343
UCLP,34.0691,-118.44190000000003,111.555
UCS1,34.4157,-119.84530000000001,3.939
UCSB,34.4133,-119.84379999999999,-9.519
UCSC,36.9983,-122.05959999999999,230.06
UCSF,37.763,-122.45820000000003,154.636
UFOS,37.3988,-117.10900000000004,1409.316
UNR1,36.2473,-115.24270000000001,686.554
UNR2,36.7734,-114.05439999999999,551.018
UPSA,39.6271,-118.8023,1233.279
USC1,34.024,-118.2851,21.911
USC2,34.0195,-118.2774,48.779
USGC,33.0301,-116.08529999999996,133.425
USLO,35.3118,-120.66110000000003,134.629
UTGN,38.9379,-114.03409999999997,1591.95
VAN5,34.8266,-120.56349999999998,99.139
VAN6,34.8265,-120.56330000000003,99.599
VCST,34.8515,-119.4839,809.596
VCVL,38.3945,-121.94690000000003,0.384
VDCY,34.1786,-118.22000000000003,318.188
VEN4,34.2497,-119.19960000000003,-1.086
VFSP,36.5008,-114.529,550.061
VIGU,39.5579,-117.17920000000004,1953.248
VIMT,34.1264,-118.51440000000002,553.701
VINE,36.9953,-117.36340000000001,657.01
VINZ,34.9624,-118.93899999999996,382.041
VIRC,39.3459,-119.63689999999997,2013.983
VIRP,39.7307,-119.49260000000004,2078.907
VLMY,40.7113,-117.28880000000004,1523.774
VNCA,34.4423,-118.63490000000002,340.182
VNCO,34.2758,-119.23770000000002,25.701
VNCX,34.2932,-118.48450000000003,328.591
VNDP,34.5563,-120.6164,-11.499
VNPS,34.5015,-118.12119999999999,961.904
VONS,36.5941,-116.62289999999996,717.121
VRDE,39.5244,-119.96199999999999,1469.718
VSPG,38.126,-120.8605,134.589
VTIS,33.7126,-118.29380000000003,59.49
VTOR,33.225,-117.19319999999999,379.919
VYAS,34.0309,-117.99199999999996,56.457
WABU,39.1578,-119.2593,1381.436
WAGO,41.2916,-119.51400000000001,1867.094
WALK,38.7587,-118.76400000000001,1282.853
WALL,41.2485,-119.71879999999999,1770.123
WARD,39.1484,-120.24310000000003,2569.966
WASG,35.7384,-118.55700000000002,1834.94
WASS,38.7297,-118.89440000000002,1783.939
WASU,39.0364,-118.9701,1510.748
WATC,37.6643,-118.65390000000002,2363.786
WCHS,34.0619,-117.91110000000003,100.003
WDCB,40.5801,-122.54070000000002,259.648
WDLD,38.6824,-121.74760000000003,-10.367
WEEP,37.85,-117.56889999999999,1409.979
WGPP,35.0108,-118.9837,352.031
WHC1,33.9799,-118.03120000000001,94.2
WHFG,35.6951,-118.35199999999998,861.907
WHI1,33.9738,-118.03449999999998,65.628
WHYT,33.6745,-117.64350000000002,265.417
WIDC,33.9348,-116.39179999999999,445.056
WILC,40.5581,-117.8777,2137.971
WILD,40.0246,-118.4676,1227.856
WIN2,37.6527,-122.1406,-27.655
WINT,37.6526,-122.1406,-28.802
WINV,39.9625,-119.82400000000001,1689.35
WKPK,34.5685,-118.74149999999997,1208.92
WLHG,36.1521,-118.31309999999996,2646.299
WLHL,35.9726,-121.0041,670.204
WLLS,41.1669,-114.97540000000004,1815.303
WLSN,34.2261,-118.05590000000001,1705.261
WLTN,32.744,-114.05740000000003,45.762
WMAP,34.2594,-118.41430000000003,268.107
WMCA,33.0719,-115.61250000000001,-86.705
WMDG,33.0383,-115.58190000000002,-78.424
WNRA,34.0432,-118.05930000000001,40.122
WOAO,37.815,-122.28380000000004,-15.923
WOLF,37.6083,-117.8829,1915.809
WOMT,34.669,-116.93169999999998,1353.012
WOND,39.3808,-118.08069999999998,1587.356
WORG,35.6956,-118.24239999999998,798.416
WRHS,33.9582,-118.42759999999998,7.871
WRNR,41.5571,-120.40469999999999,1487.288
WVRT,39.9438,-119.82600000000002,1663.388
WWFG,33.2788,-115.5788,-93.56
WWMT,33.9553,-116.65390000000002,796.615
WWRF,39.5202,-119.7029,1325.581
YBHB,41.7317,-122.71069999999997,1065.683
YER1,38.992,-119.16229999999996,1317.204
YOMB,38.9504,-117.517,2126.063
YUCI,34.0057,-116.96979999999996,1089.04
YUHG,32.6476,-115.92219999999998,152.581
YUMX,32.0277,-115.19920000000002,-28.457
ZLA1,34.6035,-118.08389999999997,763.401
ZOA1,37.5431,-122.01589999999999,-3.572
ZOA2,37.543,-122.01589999999999,-3.528
ZOLE,39.4217,-119.7534,1357.313
ZUMA,37.5582,-117.49019999999996,1924.552
