ID,year,path,Lat,Lon,Hgt_m
CAFT,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAFT/CAFT.2020.trop.zip,37.47,-121.9248,-13.008
CAGD,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAGD/CAGD.2020.trop.zip,34.1284,-117.827,249.339
CAGW,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAGW/CAGW.2020.trop.zip,32.7121,-114.9432,22.134
CAHA,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAHA/CAHA.2020.trop.zip,36.3234,-119.62279999999998,46.902
CAHB,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAHB/CAHB.2020.trop.zip,37.5062,-122.4903,-18.779
CAHF,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAHF/CAHF.2020.trop.zip,36.8548,-120.779,99.099
CAHV,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAHV/CAHV.2020.trop.zip,32.7702,-115.2733,-21.875
CAIB,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAIB/CAIB.2020.trop.zip,32.5748,-117.1266,-25.421
CAIS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAIS/CAIS.2020.trop.zip,35.6027,-118.4873,726.736
CAKC,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAKC/CAKC.2020.trop.zip,36.008,-119.9674,57.103
CAL5,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAL5/CAL5.2020.trop.zip,34.1083,-118.2418,86.638
CAL8,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAL8/CAL8.2020.trop.zip,34.8061,-118.8716,1369.455
CALA,2020,http://geodesy.unr.edu/gps_timeseries/trop/CALA/CALA.2020.trop.zip,38.5963,-118.12869999999998,1868.938
CALB,2020,http://geodesy.unr.edu/gps_timeseries/trop/CALB/CALB.2020.trop.zip,37.0983,-120.70169999999996,3.168
CALK,2020,http://geodesy.unr.edu/gps_timeseries/trop/CALK/CALK.2020.trop.zip,33.6355,-117.71429999999998,76.647
CAM5,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAM5/CAM5.2020.trop.zip,35.5293,-121.04290000000005,17.011
CAMB,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAMB/CAMB.2020.trop.zip,38.7922,-119.0731,1519.118
CAMD,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAMD/CAMD.2020.trop.zip,36.9755,-120.0792,54.58
CAMS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAMS/CAMS.2020.trop.zip,41.3142,-122.31439999999998,1068.551
CAMT,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAMT/CAMT.2020.trop.zip,36.5796,-121.8202,51.481
CANC,2020,http://geodesy.unr.edu/gps_timeseries/trop/CANC/CANC.2020.trop.zip,33.886,-117.5731,151.385
CAND,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAND/CAND.2020.trop.zip,35.9394,-120.4337,568.378
CANI,2020,http://geodesy.unr.edu/gps_timeseries/trop/CANI/CANI.2020.trop.zip,33.2375,-115.5172,-69.02
CAOD,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAOD/CAOD.2020.trop.zip,37.7694,-120.83780000000002,20.957
CAOR,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAOR/CAOR.2020.trop.zip,32.9327,-115.29160000000002,-23.813
CAOS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAOS/CAOS.2020.trop.zip,33.1978,-117.37810000000002,-3.373
CAOV,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAOV/CAOV.2020.trop.zip,39.4963,-121.6098,38.134
CAOX,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAOX/CAOX.2020.trop.zip,34.1908,-119.1737,-14.478
CAP1,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAP1/CAP1.2020.trop.zip,37.7142,-122.2221,-20.848
CAP4,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAP4/CAP4.2020.trop.zip,37.4303,-121.06780000000003,-4.594
CAP6,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAP6/CAP6.2020.trop.zip,37.3949,-122.15049999999997,42.489
CAPE,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAPE/CAPE.2020.trop.zip,33.7466,-118.2801,-13.992
CAPL,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAPL/CAPL.2020.trop.zip,37.6956,-121.90160000000004,78.726
CAPV,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAPV/CAPV.2020.trop.zip,38.6973,-120.82420000000002,529.685
CARA,2020,http://geodesy.unr.edu/gps_timeseries/trop/CARA/CARA.2020.trop.zip,33.0427,-116.86670000000004,413.834
CARH,2020,http://geodesy.unr.edu/gps_timeseries/trop/CARH/CARH.2020.trop.zip,35.8884,-120.43079999999998,480.252
CARK,2020,http://geodesy.unr.edu/gps_timeseries/trop/CARK/CARK.2020.trop.zip,38.7904,-121.31259999999996,18.317
CARS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CARS/CARS.2020.trop.zip,39.1449,-119.7994,1750.247
CAS4,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAS4/CAS4.2020.trop.zip,33.7595,-117.913,-1.248
CAS6,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAS6/CAS6.2020.trop.zip,33.7594,-117.913,-1.883
CASD,2020,http://geodesy.unr.edu/gps_timeseries/trop/CASD/CASD.2020.trop.zip,32.8143,-117.12239999999996,104.745
CASE,2020,http://geodesy.unr.edu/gps_timeseries/trop/CASE/CASE.2020.trop.zip,33.4554,-117.404,776.484
CASJ,2020,http://geodesy.unr.edu/gps_timeseries/trop/CASJ/CASJ.2020.trop.zip,33.8073,-116.97140000000002,442.788
CASM,2020,http://geodesy.unr.edu/gps_timeseries/trop/CASM/CASM.2020.trop.zip,34.0177,-118.4717,30.189
CASN,2020,http://geodesy.unr.edu/gps_timeseries/trop/CASN/CASN.2020.trop.zip,34.4157,-119.8453,3.483
CASR,2020,http://geodesy.unr.edu/gps_timeseries/trop/CASR/CASR.2020.trop.zip,38.4407,-122.747,11.46
CASU,2020,http://geodesy.unr.edu/gps_timeseries/trop/CASU/CASU.2020.trop.zip,36.959,-122.0546,2.424
CAT2,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAT2/CAT2.2020.trop.zip,33.3116,-118.3338,477.241
CAT3,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAT3/CAT3.2020.trop.zip,33.4458,-118.483,5.122
CATE,2020,http://geodesy.unr.edu/gps_timeseries/trop/CATE/CATE.2020.trop.zip,33.5142,-117.17809999999996,290.962
CATF,2020,http://geodesy.unr.edu/gps_timeseries/trop/CATF/CATF.2020.trop.zip,35.1492,-119.45979999999996,259.875
CATK,2020,http://geodesy.unr.edu/gps_timeseries/trop/CATK/CATK.2020.trop.zip,39.3355,-120.16989999999998,1796.429
CAVI,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAVI/CAVI.2020.trop.zip,34.5113,-117.3229,879.582
CAWI,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAWI/CAWI.2020.trop.zip,39.5216,-122.21569999999996,19.839
CAWO,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAWO/CAWO.2020.trop.zip,36.4003,-119.10379999999998,104.202
CAWS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAWS/CAWS.2020.trop.zip,33.07,-115.7353,-79.146
CAWV,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAWV/CAWV.2020.trop.zip,34.1593,-118.83280000000002,247.524
CAYC,2020,http://geodesy.unr.edu/gps_timeseries/trop/CAYC/CAYC.2020.trop.zip,39.1453,-121.64260000000002,-4.109
CBHS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CBHS/CBHS.2020.trop.zip,34.1386,-118.6298,284.61
CCCC,2020,http://geodesy.unr.edu/gps_timeseries/trop/CCCC/CCCC.2020.trop.zip,35.5653,-117.6712,813.98
CCCS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CCCS/CCCS.2020.trop.zip,33.8627,-117.86490000000003,31.822
