ID,year,path,Lat,Lon,Hgt_m
CERR,2016,http://geodesy.unr.edu/gps_timeseries/trop/CERR/CERR.2016.trop.zip,36.5364,-117.8209,2043.444
CGDM,2016,http://geodesy.unr.edu/gps_timeseries/trop/CGDM/CGDM.2016.trop.zip,34.244,-117.9649,704.681
CHIL,2016,http://geodesy.unr.edu/gps_timeseries/trop/CHIL/CHIL.2016.trop.zip,34.3334,-118.026,1567.505
CHMS,2016,http://geodesy.unr.edu/gps_timeseries/trop/CHMS/CHMS.2016.trop.zip,34.6405,-117.8277,760.296
CHO5,2016,http://geodesy.unr.edu/gps_timeseries/trop/CHO5/CHO5.2016.trop.zip,39.4326,-121.66499999999996,16.647000000000002
CHO6,2016,http://geodesy.unr.edu/gps_timeseries/trop/CHO6/CHO6.2016.trop.zip,39.4329,-121.6649,17.214000000000002
CHOR,2016,http://geodesy.unr.edu/gps_timeseries/trop/CHOR/CHOR.2016.trop.zip,35.3327,-120.7348,66.957
CHOW,2016,http://geodesy.unr.edu/gps_timeseries/trop/CHOW/CHOW.2016.trop.zip,37.0849,-120.21050000000002,46.661
CINN,2016,http://geodesy.unr.edu/gps_timeseries/trop/CINN/CINN.2016.trop.zip,39.8053,-118.88480000000004,1288.991
CIRX,2016,http://geodesy.unr.edu/gps_timeseries/trop/CIRX/CIRX.2016.trop.zip,34.1096,-118.9373,488.212
CIT1,2016,http://geodesy.unr.edu/gps_timeseries/trop/CIT1/CIT1.2016.trop.zip,34.1367,-118.1273,215.354
CJMG,2016,http://geodesy.unr.edu/gps_timeseries/trop/CJMG/CJMG.2016.trop.zip,34.2712,-117.42449999999997,1584.414
CJMS,2016,http://geodesy.unr.edu/gps_timeseries/trop/CJMS/CJMS.2016.trop.zip,34.3138,-117.4794,933.3539999999999
CJVG,2016,http://geodesy.unr.edu/gps_timeseries/trop/CJVG/CJVG.2016.trop.zip,34.5303,-118.1442,1304.846
CLAR,2016,http://geodesy.unr.edu/gps_timeseries/trop/CLAR/CLAR.2016.trop.zip,34.1099,-117.7088,373.62300000000005
CLBD,2016,http://geodesy.unr.edu/gps_timeseries/trop/CLBD/CLBD.2016.trop.zip,33.1354,-117.31100000000004,20.581999999999997
CLOV,2016,http://geodesy.unr.edu/gps_timeseries/trop/CLOV/CLOV.2016.trop.zip,40.5584,-114.87419999999996,2084.911
CLV1,2016,http://geodesy.unr.edu/gps_timeseries/trop/CLV1/CLV1.2016.trop.zip,36.2146,-115.2582,703.41
CMBB,2016,http://geodesy.unr.edu/gps_timeseries/trop/CMBB/CMBB.2016.trop.zip,38.0342,-120.38599999999997,695.7130000000001
CME5,2016,http://geodesy.unr.edu/gps_timeseries/trop/CME5/CME5.2016.trop.zip,40.4418,-124.3963,305.73
CME6,2016,http://geodesy.unr.edu/gps_timeseries/trop/CME6/CME6.2016.trop.zip,40.4414,-124.3963,304.072
